Performance,RT,ProbRatio,NumRatio,DenRatio,AreaCtl,WinSide1,WinSide2,DenSide1,DenSide2,ProbSide1,ProbSide2,sideR,subID
0,0.55969,0.8,0.625,0.5,1,15,24,16,32,0.9375,0.75,2,16
1,0.54123,0.8,0.71429,0.57143,1,14,10,28,16,0.5,0.625,2,16
0,0.58612,0.66667,0.83333,0.8,2,5,6,30,24,0.16667,0.25,1,16
1,0.63534,1,0.14286,0.14286,1,21,3,28,4,0.75,0.75,1,16
1,0.6972,0.8,0.55556,0.44444,2,5,9,8,18,0.625,0.5,1,16
0,0.9104,1,0.14286,0.14286,1,1,7,4,28,0.25,0.25,2,16
0,0.75291,1,0.53333,0.53333,1,15,8,30,16,0.5,0.5,2,16
1,0.7986,1,0.33333,0.33333,2,18,6,24,8,0.75,0.75,1,16
1,0.68041,0.5,0.090909,0.18182,1,1,11,4,22,0.25,0.5,2,16
1,0.59488,0.8,0.2,0.25,1,10,2,32,8,0.3125,0.25,1,16
1,0.61177,0.5,0.8,0.4,1,4,5,8,20,0.5,0.25,1,16
0,0.77624,0.5,0.16667,0.33333,1,1,6,4,12,0.25,0.5,1,16
1,0.66625,0.5,0.30769,0.61538,2,13,4,26,16,0.5,0.25,1,16
0,0.77224,0.66667,0.25,0.16667,1,1,4,4,24,0.25,0.16667,2,16
1,0.56413,0.8,0.5,0.625,1,30,15,32,20,0.9375,0.75,1,16
1,0.57389,0.8,0.5,0.625,2,30,15,32,20,0.9375,0.75,1,16
1,0.55784,1,1,1,1,6,6,8,8,0.75,0.75,1,16
0,0.78209,0.66667,0.375,0.5625,1,9,24,18,32,0.5,0.75,1,16
1,0.50231,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,2,16
1,0.54616,0.66667,0.55556,0.83333,2,9,5,24,20,0.375,0.25,1,16
1,0.48112,0.5,0.5,0.25,1,4,2,32,8,0.125,0.25,2,16
1,0.47631,0.66667,0.42857,0.28571,1,3,7,6,21,0.5,0.33333,1,16
0,0.52772,1,0.53846,0.53846,1,13,7,26,14,0.5,0.5,2,16
1,0.50684,0.5,0.25,0.125,2,3,12,4,32,0.75,0.375,1,16
1,0.56877,0.5,0.25,0.125,2,2,8,4,32,0.5,0.25,1,16
1,0.75,0.8,0.83333,0.66667,1,5,6,10,15,0.5,0.4,1,16
1,0.51581,0.66667,0.5,0.33333,2,12,6,24,8,0.5,0.75,2,16
1,0.63268,1,0.73333,0.73333,1,11,15,22,30,0.5,0.5,1,16
1,0.63258,0.8,0.53333,0.66667,2,8,15,20,30,0.4,0.5,2,16
1,1.0081,0.66667,0.8,0.83333,2,5,4,20,24,0.25,0.16667,1,16
0,0.77209,1,0.66667,0.66667,1,8,12,16,24,0.5,0.5,2,16
1,0.90592,0.66667,1,0.66667,2,12,12,16,24,0.75,0.5,1,16
1,0.57463,0.66667,0.375,0.25,1,16,6,32,8,0.5,0.75,2,16
1,0.76756,0.5,1,0.5,2,2,2,8,4,0.25,0.5,2,16
1,0.56534,0.66667,0.6,0.9,2,6,10,18,20,0.33333,0.5,2,16
1,0.45591,0.5,0.33333,0.66667,2,15,5,30,20,0.5,0.25,1,16
1,0.4734,0.5,0.25,0.125,2,12,3,32,4,0.375,0.75,2,16
1,0.65477,0.66667,0.9375,0.625,1,15,16,20,32,0.75,0.5,1,16
1,0.53796,1,1,1,1,18,18,24,24,0.75,0.75,1,16
1,0.6562,0.66667,0.75,0.88889,1,3,4,18,16,0.16667,0.25,2,16
1,0.55735,0.66667,0.4,0.26667,1,2,5,4,15,0.5,0.33333,1,16
1,0.60727,1,0.91667,0.91667,2,11,12,22,24,0.5,0.5,1,16
0,0.49548,1,1,1,2,9,9,12,12,0.75,0.75,2,16
1,0.45535,0.66667,0.7619,0.875,1,21,16,28,32,0.75,0.5,1,16
1,0.54232,1,1,1,1,9,9,12,12,0.75,0.75,1,16
1,0.77825,0.5,0.66667,0.33333,1,2,3,8,24,0.25,0.125,1,16
1,0.55337,1,0.25,0.25,1,4,1,16,4,0.25,0.25,1,16
1,0.72861,1,0.25,0.25,2,4,1,16,4,0.25,0.25,1,16
1,0.71525,0.8,0.71429,0.57143,1,5,7,16,28,0.3125,0.25,1,16
0,0.67927,1,0.85714,0.85714,2,14,12,28,24,0.5,0.5,2,16
0,0.53044,1,0.25,0.25,1,12,3,16,4,0.75,0.75,2,16
1,0.79969,1,0.8,0.8,2,8,10,16,20,0.5,0.5,1,16
1,0.78516,0.5,0.25,0.5,1,12,3,16,8,0.75,0.375,1,16
1,0.49228,0.66667,0.45833,0.6875,1,24,11,32,22,0.75,0.5,1,16
1,0.6862,0.5,0.75,0.66667,1,4,3,16,24,0.25,0.125,1,16
1,0.48464,0.8,0.625,0.5,2,24,15,32,16,0.75,0.9375,2,16
1,0.61962,0.5,0.375,0.75,1,8,3,32,24,0.25,0.125,1,16
0,1.1178,1,0.8,0.8,1,5,4,20,16,0.25,0.25,2,16
0,0.63739,1,0.41667,0.41667,2,5,12,10,24,0.5,0.5,2,16
1,0.59003,0.66667,0.33333,0.5,2,2,6,6,12,0.33333,0.5,2,16
0,0.44359,1,0.5,0.5,2,9,18,12,24,0.75,0.75,2,16
1,0.43252,1,0.875,0.875,2,24,21,32,28,0.75,0.75,1,16
1,0.55518,1,0.5,0.5,1,18,9,24,12,0.75,0.75,1,16
1,0.69994,1,0.6,0.6,2,3,5,12,20,0.25,0.25,1,16
1,0.66089,0.8,1,0.8,2,15,15,20,25,0.75,0.6,1,16
1,0.4444,0.8,0.1,0.125,2,3,30,4,32,0.75,0.9375,2,16
1,0.57599,0.5,0.125,0.25,2,24,3,32,8,0.75,0.375,1,16
1,0.5269,0.5,0.13333,0.26667,1,15,2,30,8,0.5,0.25,1,16
1,0.56781,0.5,0.66667,0.33333,2,2,3,4,12,0.5,0.25,1,16
0,0.85636,0.5,0.2,0.4,2,5,1,20,8,0.25,0.125,2,16
1,0.43881,0.5,0.63636,0.78571,2,7,11,28,22,0.25,0.5,2,16
1,0.53106,0.5,0.14286,0.28571,2,1,7,8,28,0.125,0.25,2,16
1,0.46816,1,1,1,2,3,3,6,6,0.5,0.5,1,16
1,0.5589,1,0.875,0.875,2,7,8,28,32,0.25,0.25,1,16
1,0.6008,0.66667,1,0.66667,1,6,6,24,16,0.25,0.375,2,16
1,0.44766,0.5,0.125,0.25,2,16,2,32,8,0.5,0.25,1,16
0,0.60756,1,0.30769,0.30769,2,4,13,8,26,0.5,0.5,2,16
1,0.52013,0.5,0.5,0.25,1,12,6,32,8,0.375,0.75,2,16
1,0.44403,0.66667,0.75,0.5,1,12,16,16,32,0.75,0.5,1,16
1,0.47898,0.5,0.77778,0.64286,2,7,9,28,18,0.25,0.5,2,16
0,0.62573,0.66667,0.27273,0.18182,1,11,3,22,4,0.5,0.75,1,16
0,0.58811,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,16
1,0.57234,1,0.75,0.75,1,4,3,16,12,0.25,0.25,1,16
1,0.48588,0.66667,0.81818,0.54545,2,11,9,22,12,0.5,0.75,2,16
0,0.53348,1,0.4,0.4,1,6,15,12,30,0.5,0.5,2,16
0,0.40066,0.8,0.71429,0.57143,1,7,5,28,16,0.25,0.3125,1,16
0,0.38303,0.5,1,0.5,1,2,2,8,16,0.25,0.125,2,16
0,0.4529,1,0.14286,0.14286,1,1,7,4,28,0.25,0.25,2,16
0,0.41882,1,1,1,1,12,12,16,16,0.75,0.75,2,16
1,0.40083,0.8,0.2,0.25,2,30,6,32,8,0.9375,0.75,1,16
1,0.39947,0.8,0.83333,0.66667,1,12,10,24,16,0.5,0.625,2,16
0,0.35743,0.8,0.5,0.4,2,10,5,20,8,0.5,0.625,1,16
1,0.78893,0.5,0.5,0.25,2,2,4,8,32,0.25,0.125,1,16
0,0.62388,1,0.76923,0.76923,1,10,13,20,26,0.5,0.5,2,16
1,0.74311,0.5,0.25,0.125,1,12,3,32,4,0.375,0.75,2,16
1,0.45587,0.5,1,0.5,1,9,9,12,24,0.75,0.375,1,16
1,0.51947,0.8,0.7,0.56,1,10,7,25,14,0.4,0.5,2,16
1,0.53709,0.66667,0.83333,0.8,2,12,10,16,20,0.75,0.5,1,16
1,0.83501,0.66667,0.71429,0.93333,2,5,7,30,28,0.16667,0.25,2,16
1,0.58343,1,0.57143,0.57143,1,21,12,28,16,0.75,0.75,1,16
1,0.66986,0.5,0.5,0.25,2,3,6,4,16,0.75,0.375,1,16
0,0.51082,0.66667,0.33333,0.5,1,3,9,9,18,0.33333,0.5,1,16
1,0.47174,0.66667,1,0.66667,1,9,9,18,12,0.5,0.75,2,16
1,0.51733,0.66667,0.66667,1,1,15,10,20,20,0.75,0.5,1,16
0,0.67556,1,0.6,0.6,2,5,3,20,12,0.25,0.25,2,16
1,0.57818,1,0.5,0.5,2,12,6,16,8,0.75,0.75,1,16
1,0.51359,0.8,0.75,0.6,1,6,8,12,20,0.5,0.4,1,16
1,0.67788,0.66667,0.57143,0.85714,1,7,4,14,12,0.5,0.33333,1,16
1,0.59941,0.66667,0.5,0.75,2,9,18,18,24,0.5,0.75,2,16
1,0.54459,0.66667,0.66667,1,2,12,8,16,16,0.75,0.5,1,16
1,0.58314,0.8,0.5,0.625,1,15,30,20,32,0.75,0.9375,2,16
1,0.59308,0.5,0.75,0.375,2,12,9,32,12,0.375,0.75,2,16
0,0.8153,0.66667,0.42857,0.28571,1,7,3,28,8,0.25,0.375,1,16
0,0.59707,0.8,0.28571,0.35714,2,7,2,28,10,0.25,0.2,2,16
1,0.55562,0.66667,0.69231,0.46154,1,9,13,12,26,0.75,0.5,1,16
1,0.55875,0.8,1,0.8,1,15,15,16,20,0.9375,0.75,1,16
1,0.74742,0.8,0.61538,0.76923,2,8,13,20,26,0.4,0.5,2,16
1,0.63412,0.66667,0.58333,0.875,1,14,24,28,32,0.5,0.75,2,16
1,0.65845,0.66667,0.5,0.33333,2,3,6,4,12,0.75,0.5,1,16
1,0.50063,0.5,0.66667,0.33333,1,6,9,8,24,0.75,0.375,1,16
0,0.6692,1,0.25,0.25,2,8,2,32,8,0.25,0.25,2,16
1,0.73807,0.66667,0.6,0.4,2,5,3,20,8,0.25,0.375,2,16
1,0.48918,0.8,0.8,1,1,15,12,16,16,0.9375,0.75,1,16
0,1.0098,0.5,0.2,0.4,1,3,15,12,30,0.25,0.5,1,16
1,0.58862,0.5,0.5,0.25,1,12,6,32,8,0.375,0.75,2,16
1,1.8081,0.5,0.25,0.125,1,4,1,32,4,0.125,0.25,2,16
1,0.5897,0.8,0.1,0.125,2,10,1,32,4,0.3125,0.25,1,16
1,0.53635,0.66667,0.66667,1,2,6,9,12,12,0.5,0.75,2,16
1,0.53691,0.66667,0.85714,0.57143,2,6,7,16,28,0.375,0.25,1,16
1,0.54518,0.5,0.875,0.4375,1,7,8,14,32,0.5,0.25,1,16
0,0.41524,0.8,0.8,0.64,2,4,5,16,25,0.25,0.2,2,16
0,0.40998,0.5,0.33333,0.16667,2,3,9,4,24,0.75,0.375,2,16
1,0.37377,0.5,0.66667,0.33333,1,6,9,8,24,0.75,0.375,1,16
0,0.68705,1,0.83333,0.83333,2,10,12,20,24,0.5,0.5,2,16
1,0.43377,0.8,0.55,0.6875,2,20,11,32,22,0.625,0.5,1,16
1,0.47372,0.5,0.25,0.125,2,8,2,32,4,0.25,0.5,2,16
1,0.48093,0.66667,0.41667,0.625,2,10,24,20,32,0.5,0.75,2,16
0,0.65952,1,0.33333,0.33333,2,9,3,12,4,0.75,0.75,2,16
1,0.41628,1,1,1,1,6,6,24,24,0.25,0.25,1,16
1,0.80779,0.8,0.3,0.375,1,10,3,32,12,0.3125,0.25,1,16
1,0.61852,0.5,0.25,0.125,1,3,12,4,32,0.75,0.375,1,16
0,0.48139,1,0.66667,0.66667,1,18,12,24,16,0.75,0.75,2,16
0,0.66297,0.66667,0.3,0.2,2,3,10,4,20,0.75,0.5,2,16
1,0.8762,1,0.42857,0.42857,1,3,7,12,28,0.25,0.25,1,16
1,0.55189,0.5,0.3125,0.625,2,16,5,32,20,0.5,0.25,1,16
1,0.52183,0.5,1,0.5,1,6,6,24,12,0.25,0.5,2,16
1,0.59351,0.5,0.42857,0.85714,1,14,6,28,24,0.5,0.25,1,16
1,0.67335,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,1,16
1,0.51589,0.5,0.83333,0.41667,1,6,5,24,10,0.25,0.5,2,16
1,0.60568,0.66667,1,0.66667,2,6,6,24,16,0.25,0.375,2,16
1,0.49659,1,0.75,0.75,2,9,12,18,24,0.5,0.5,1,16
1,0.53784,1,0.42857,0.42857,1,3,7,12,28,0.25,0.25,1,16
0,0.45872,1,0.4375,0.4375,1,16,7,32,14,0.5,0.5,2,16
1,0.50803,0.5,1,0.5,2,4,4,16,8,0.25,0.5,2,16
1,0.45727,0.66667,0.8,0.83333,2,12,15,24,20,0.5,0.75,2,16
0,0.46615,0.5,0.66667,0.33333,1,3,2,24,8,0.125,0.25,1,16
0,0.66746,0.66667,0.6,0.4,1,3,5,8,20,0.375,0.25,2,16
1,0.59136,0.8,0.5,0.4,1,2,1,10,4,0.2,0.25,2,16
0,0.69952,0.5,0.33333,0.16667,2,3,9,4,24,0.75,0.375,2,16
1,0.62901,0.5,0.2,0.4,2,1,5,4,10,0.25,0.5,2,16
1,0.52984,0.66667,0.16667,0.25,2,1,6,6,24,0.16667,0.25,2,16
1,0.71638,0.8,0.5,0.625,1,5,10,20,32,0.25,0.3125,2,16
1,0.50296,0.8,0.5,0.4,1,5,10,8,20,0.625,0.5,1,16
0,0.55817,1,0.125,0.125,1,24,3,32,4,0.75,0.75,2,16
1,0.61741,1,0.5,0.5,1,6,3,24,12,0.25,0.25,1,16
1,0.50066,0.8,0.4,0.5,2,15,6,16,8,0.9375,0.75,1,16
1,0.68284,0.66667,0.125,0.1875,2,8,1,32,6,0.25,0.16667,1,16
1,0.78673,0.8,0.83333,0.66667,1,6,5,24,16,0.25,0.3125,2,16
1,0.4902,1,0.2,0.2,2,3,15,4,20,0.75,0.75,1,16
1,0.48344,0.5,0.8,0.4,2,4,5,8,20,0.5,0.25,1,16
1,0.43645,0.8,1,0.8,1,15,15,20,16,0.75,0.9375,2,16
1,0.56293,0.5,0.25,0.125,2,12,3,32,4,0.375,0.75,2,16
1,0.62123,1,0.33333,0.33333,2,6,18,8,24,0.75,0.75,1,16
1,0.38169,0.8,0.33333,0.26667,2,15,5,30,8,0.5,0.625,2,16
0,0.63088,0.8,0.2,0.25,2,10,2,16,4,0.625,0.5,2,16
0,0.57017,0.5,0.28571,0.57143,1,7,2,14,8,0.5,0.25,2,16
1,0.58212,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,1,16
1,0.63697,0.8,0.5,0.625,1,3,6,15,24,0.2,0.25,2,16
1,0.64654,1,0.45455,0.45455,2,5,11,10,22,0.5,0.5,1,16
1,0.50913,0.5,0.125,0.25,1,3,24,8,32,0.375,0.75,2,16
1,0.61434,1,0.4,0.4,2,4,10,8,20,0.5,0.5,1,16
0,0.77555,0.8,0.71429,0.57143,1,7,5,28,16,0.25,0.3125,1,16
0,0.41199,1,0.75,0.75,1,18,24,24,32,0.75,0.75,2,16
1,0.55921,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,2,16
1,0.51651,0.5,0.71429,0.35714,2,7,5,28,10,0.25,0.5,2,16
1,0.65443,0.8,0.71429,0.57143,1,5,7,16,28,0.3125,0.25,1,16
1,1.0973,0.5,0.16667,0.33333,1,6,1,24,8,0.25,0.125,1,16
1,0.47097,0.5,0.375,0.75,2,9,24,24,32,0.375,0.75,2,16
0,0.51125,1,0.5,0.5,2,10,5,20,10,0.5,0.5,2,16
1,0.6815,1,0.69231,0.69231,2,9,13,18,26,0.5,0.5,1,16
0,0.48766,0.66667,0.92308,0.61538,1,13,12,26,16,0.5,0.75,1,16
1,0.50344,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,2,16
1,0.81086,1,0.33333,0.33333,1,2,6,8,24,0.25,0.25,1,16
1,0.60033,0.5,1,0.5,2,5,5,20,10,0.25,0.5,2,16
0,0.5635,0.5,1,0.5,1,2,2,4,8,0.5,0.25,2,16
0,0.6594,0.8,0.6,0.75,2,5,3,16,12,0.3125,0.25,2,16
1,0.54597,1,0.85714,0.85714,2,21,18,28,24,0.75,0.75,1,16
1,0.51358,0.66667,0.54167,0.8125,2,24,13,32,26,0.75,0.5,1,16
0,0.69441,1,0.33333,0.33333,1,2,6,8,24,0.25,0.25,2,16
0,0.7949,0.66667,0.8,0.53333,1,5,4,15,8,0.33333,0.5,1,16
0,0.49707,1,0.63636,0.63636,1,7,11,14,22,0.5,0.5,2,16
0,0.80326,1,0.16667,0.16667,1,12,2,24,4,0.5,0.5,2,16
0,0.38107,0.66667,0.22222,0.33333,1,2,9,8,24,0.25,0.375,1,16
0,0.46114,0.8,0.71429,0.57143,1,15,21,16,28,0.9375,0.75,2,16
0,0.79159,0.66667,0.57143,0.85714,2,7,4,28,24,0.25,0.16667,2,16
1,0.75973,1,0.66667,0.66667,2,18,12,24,16,0.75,0.75,1,16
1,0.55906,1,0.46667,0.46667,1,15,7,30,14,0.5,0.5,1,16
1,0.71984,1,0.92308,0.92308,2,13,12,26,24,0.5,0.5,1,16
0,0.93167,1,0.15385,0.15385,1,13,2,26,4,0.5,0.5,2,16
1,0.4784,0.5,0.33333,0.16667,1,6,2,24,4,0.25,0.5,2,16
1,0.57335,0.5,0.33333,0.16667,1,3,9,4,24,0.75,0.375,1,16
1,0.6572,1,0.4,0.4,2,6,15,8,20,0.75,0.75,1,16
1,0.66209,0.5,0.75,0.375,2,12,9,32,12,0.375,0.75,2,16
0,0.61929,1,0.5,0.5,2,24,12,32,16,0.75,0.75,2,16
1,0.71187,0.5,0.5,1,2,6,3,8,8,0.75,0.375,1,16
1,0.81103,0.8,0.625,0.5,1,15,24,16,32,0.9375,0.75,1,16
1,0.87998,0.5,0.75,0.375,2,3,4,6,16,0.5,0.25,1,16
0,0.91525,0.8,0.33333,0.41667,1,3,1,12,5,0.25,0.2,2,16
1,0.53426,1,0.93333,0.93333,1,15,14,30,28,0.5,0.5,1,16
0,0.99726,0.66667,0.33333,0.22222,1,3,1,18,4,0.16667,0.25,1,16
1,0.68026,1,1,1,1,3,3,6,6,0.5,0.5,1,16
0,0.6591,0.8,0.1,0.125,2,1,10,4,32,0.25,0.3125,1,16
1,0.65127,0.66667,0.8,0.53333,1,8,10,16,30,0.5,0.33333,1,16
1,0.87712,0.66667,0.75,0.5,2,8,6,32,16,0.25,0.375,2,16
0,0.57892,0.66667,0.4,0.26667,2,6,15,8,30,0.75,0.5,2,16
1,0.50914,1,0.57143,0.57143,2,14,8,28,16,0.5,0.5,1,16
0,0.80371,0.66667,0.375,0.25,2,3,8,8,32,0.375,0.25,2,16
0,0.64637,1,0.28571,0.28571,2,21,6,28,8,0.75,0.75,2,16
1,0.70202,0.5,0.083333,0.16667,1,12,1,24,4,0.5,0.25,1,16
0,0.74695,0.8,1,0.8,1,10,10,20,16,0.5,0.625,1,16
1,0.53871,0.5,0.3,0.6,2,3,10,12,20,0.25,0.5,2,16
1,0.78694,1,0.875,0.875,1,14,16,28,32,0.5,0.5,1,16
0,0.55363,1,0.42857,0.42857,2,9,21,12,28,0.75,0.75,2,16
1,0.74994,1,0.8125,0.8125,1,13,16,26,32,0.5,0.5,1,16
1,0.61178,0.8,0.625,0.5,2,24,15,32,16,0.75,0.9375,2,16
1,0.51131,0.5,0.5,0.25,1,6,12,8,32,0.75,0.375,1,16
1,0.5022,0.5,0.375,0.1875,2,8,3,32,6,0.25,0.5,2,16
1,0.47046,0.8,0.625,0.5,1,5,8,16,32,0.3125,0.25,1,16
1,0.57169,0.66667,0.25,0.16667,2,3,12,4,24,0.75,0.5,1,16
1,0.47764,0.8,0.83333,0.66667,2,15,18,16,24,0.9375,0.75,1,16
1,0.84357,1,0.85714,0.85714,2,21,18,28,24,0.75,0.75,1,16
1,0.51649,0.66667,0.9,0.6,2,10,9,20,12,0.5,0.75,2,16
1,0.4322,0.8,0.625,0.5,1,15,24,16,32,0.9375,0.75,1,16
1,1.0542,0.66667,0.5,0.75,1,12,6,32,24,0.375,0.25,1,16
1,0.6839,0.5,0.25,0.5,1,1,4,4,8,0.25,0.5,2,16
0,0.64308,1,1,1,1,1,1,4,4,0.25,0.25,2,16
1,0.57222,0.5,0.375,0.75,2,24,9,32,24,0.75,0.375,1,16
0,0.73488,0.66667,1,0.66667,2,12,12,24,16,0.5,0.75,1,16
0,0.86366,1,0.2,0.2,1,5,1,20,4,0.25,0.25,2,16
1,0.48793,0.8,0.71429,0.57143,1,15,21,16,28,0.9375,0.75,1,16
0,0.65186,1,0.66667,0.66667,1,2,3,8,12,0.25,0.25,2,16
1,0.49987,0.5,0.5,1,1,12,6,16,16,0.75,0.375,1,16
0,0.68891,1,0.625,0.625,2,5,8,20,32,0.25,0.25,2,16
1,0.72047,0.66667,0.85714,0.77778,2,6,7,18,14,0.33333,0.5,2,16
1,0.43679,0.5,0.25,0.5,2,3,12,8,16,0.375,0.75,2,16
1,0.67757,1,0.28571,0.28571,1,6,21,8,28,0.75,0.75,1,16
1,0.57887,0.5,0.5,1,1,9,18,24,24,0.375,0.75,2,16
1,0.53848,0.8,0.4,0.5,1,5,2,20,10,0.25,0.2,1,16
1,0.68371,0.8,0.5,0.4,2,4,2,20,8,0.2,0.25,2,16
1,0.66125,0.5,0.8,0.625,1,4,5,32,20,0.125,0.25,2,16
1,0.61675,0.5,0.5,1,2,6,12,16,16,0.375,0.75,2,16
1,0.77826,1,0.25,0.25,1,6,24,8,32,0.75,0.75,1,16
1,0.47169,0.8,0.38462,0.30769,2,5,13,8,26,0.625,0.5,1,16
1,0.64231,0.5,0.6,0.3,1,5,3,20,6,0.25,0.5,2,16
0,0.6132,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,16
1,0.71962,0.5,0.33333,0.16667,2,2,6,4,24,0.5,0.25,1,16
1,0.7072,0.8,0.28571,0.35714,1,7,2,28,10,0.25,0.2,1,16
1,0.51428,0.5,0.125,0.25,2,1,8,4,16,0.25,0.5,2,16
1,0.48732,0.8,0.1,0.125,2,30,3,32,4,0.9375,0.75,1,16
1,0.69559,0.5,0.5,0.25,1,6,12,8,32,0.75,0.375,1,16
1,0.75909,0.5,0.25,0.125,1,12,3,32,4,0.375,0.75,2,16
0,0.74357,1,0.6,0.6,2,3,5,12,20,0.25,0.25,2,16
1,0.7537,0.66667,1,0.66667,1,15,15,20,30,0.75,0.5,1,16
1,0.58975,0.66667,1,0.66667,1,12,12,24,16,0.5,0.75,2,16
1,0.61908,0.8,0.2,0.25,1,30,6,32,8,0.9375,0.75,1,16
1,0.59464,0.5,0.4,0.8,1,2,5,16,20,0.125,0.25,2,16
0,0.67155,1,0.5,0.5,1,2,1,8,4,0.25,0.25,2,16
1,0.47003,0.8,0.375,0.3,1,8,3,20,6,0.4,0.5,2,16
0,0.47563,0.66667,0.75,0.5,2,4,3,12,6,0.33333,0.5,1,16
0,0.53623,1,0.33333,0.33333,2,3,1,12,4,0.25,0.25,2,16
1,0.44579,0.5,0.8,0.625,1,12,15,32,20,0.375,0.75,2,16
1,0.59307,0.8,0.71429,0.57143,2,15,21,16,28,0.9375,0.75,1,16
0,0.72357,1,0.5,0.5,1,2,1,8,4,0.25,0.25,2,16
1,0.42564,0.8,0.7,0.875,1,30,21,32,28,0.9375,0.75,1,16
0,0.72402,0.66667,0.4,0.26667,1,5,2,30,8,0.16667,0.25,1,16
1,0.68293,0.66667,0.125,0.1875,2,8,1,32,6,0.25,0.16667,1,16
1,1.2321,0.8,0.6,0.75,2,3,5,15,20,0.2,0.25,2,16
1,0.53372,0.5,1,0.5,2,3,3,8,4,0.375,0.75,2,16
1,0.66218,0.66667,0.5,0.33333,2,2,1,12,4,0.16667,0.25,2,16
1,0.66043,0.66667,0.81818,0.54545,2,9,11,12,22,0.75,0.5,1,16
1,0.51902,0.5,0.28571,0.14286,2,2,7,4,28,0.5,0.25,1,16
1,0.52926,0.5,0.6,0.3,2,5,3,20,6,0.25,0.5,2,16
1,0.49062,0.5,0.6,0.83333,2,6,10,24,20,0.25,0.5,2,16
1,0.52181,0.5,0.33333,0.16667,1,9,3,24,4,0.375,0.75,2,16
1,0.44952,0.5,0.625,0.3125,1,8,5,32,10,0.25,0.5,2,16
1,0.37324,0.66667,1,0.66667,1,6,6,8,12,0.75,0.5,1,16
0,0.4662,0.66667,0.55556,0.83333,2,9,5,24,20,0.375,0.25,2,16
1,0.57099,0.8,1,0.8,1,3,3,15,12,0.2,0.25,2,16
1,0.45303,0.8,0.33333,0.26667,2,3,1,15,4,0.2,0.25,2,16
0,0.42627,0.8,0.4,0.5,1,4,10,16,32,0.25,0.3125,1,16
0,0.36036,0.66667,0.375,0.5625,2,8,3,32,18,0.25,0.16667,2,16
0,0.43688,1,0.61538,0.61538,1,8,13,16,26,0.5,0.5,2,16
1,0.89033,0.8,0.71429,0.57143,2,21,15,28,16,0.75,0.9375,2,16
0,0.63552,1,0.75,0.75,2,3,4,6,8,0.5,0.5,2,16
1,0.46704,0.5,0.2,0.4,1,3,15,8,20,0.375,0.75,2,16
1,0.53357,0.5,1,0.5,2,2,2,8,4,0.25,0.5,2,16
1,0.40431,1,0.5,0.5,1,4,8,16,32,0.25,0.25,1,16
0,0.43079,1,0.38462,0.38462,2,5,13,10,26,0.5,0.5,2,16
0,0.38024,1,0.25,0.25,2,6,24,8,32,0.75,0.75,2,16
1,0.47871,0.66667,0.5,0.75,1,3,6,12,16,0.25,0.375,2,16
0,0.37267,0.66667,0.25,0.375,2,2,8,6,16,0.33333,0.5,1,16
0,0.37695,0.5,1,0.5,1,9,9,12,24,0.75,0.375,2,16
1,0.40156,0.5,1,0.5,1,6,6,24,12,0.25,0.5,2,16
1,0.32881,0.5,0.5,0.25,2,6,12,8,32,0.75,0.375,1,16
1,0.38382,0.5,0.42857,0.21429,2,7,3,28,6,0.25,0.5,2,16
1,0.74655,0.66667,0.83333,0.8,1,5,6,10,8,0.5,0.75,2,16
1,0.5473,0.66667,0.64286,0.42857,2,14,9,28,12,0.5,0.75,2,16
1,0.58173,0.66667,1,0.66667,2,6,6,12,8,0.5,0.75,2,16
1,0.4417,0.8,0.4,0.5,1,12,30,16,32,0.75,0.9375,2,16
1,0.38065,0.5,0.42857,0.85714,2,9,21,24,28,0.375,0.75,2,16
1,0.4303,0.5,0.5,0.25,2,3,6,6,24,0.5,0.25,1,16
1,0.43524,0.8,0.3,0.375,1,30,9,32,12,0.9375,0.75,1,16
1,0.38553,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,2,16
0,0.41011,0.8,0.71429,0.57143,1,21,15,28,16,0.75,0.9375,1,16
1,0.4331,0.8,0.83333,0.66667,2,18,15,24,16,0.75,0.9375,2,16
1,0.40903,0.8,0.7,0.875,2,10,7,32,28,0.3125,0.25,1,16
1,0.35567,0.66667,0.54545,0.36364,2,11,6,22,8,0.5,0.75,2,16
1,0.36396,0.66667,1,0.66667,2,3,3,8,12,0.375,0.25,1,16
1,0.61327,0.8,0.66667,0.83333,1,15,10,30,25,0.5,0.4,1,16
1,0.58382,0.8,1,0.8,2,15,15,16,20,0.9375,0.75,1,16
0,0.45536,1,0.28571,0.28571,2,4,14,8,28,0.5,0.5,2,16
1,0.36895,0.66667,0.4,0.26667,1,6,15,8,30,0.75,0.5,1,16
1,0.49226,0.5,0.71429,0.35714,1,5,7,10,28,0.5,0.25,1,16
0,0.45919,1,1,1,2,3,3,6,6,0.5,0.5,2,16
1,0.48744,1,0.13333,0.13333,1,15,2,30,4,0.5,0.5,1,16
